-5	-5	-50
-5	-4.9375	-50.1401109248871
-5	-4.875	-51.6945571881345
-5	-4.8125	-54.3333219263491
-5	-4.75	-57.5625
-5	-4.6875	-60.7994905736509
-5	-4.625	-63.4616928118655
-5	-4.5625	-65.0552015751129
-5	-4.5	-65.25
-5	-4.4375	-63.9302015751129
-5	-4.375	-61.2116928118655
-5	-4.3125	-57.4244905736509
-5	-4.25	-53.0625
-5	-4.1875	-48.7083219263491
-5	-4.125	-44.9445571881345
-5	-4.0625	-42.2651109248871
-5	-4	-41
-5	-3.9375	-41.2651109248871
-5	-3.875	-42.9445571881345
-5	-3.8125	-45.7083219263491
-5	-3.75	-49.0625
-5	-3.6875	-52.4244905736509
-5	-3.625	-55.2116928118655
-5	-3.5625	-56.9302015751129
-5	-3.5	-57.25
-5	-3.4375	-56.0552015751129
-5	-3.375	-53.4616928118655
-5	-3.3125	-49.7994905736509
-5	-3.25	-45.5625
-5	-3.1875	-41.3333219263491
-5	-3.125	-37.6945571881345
-5	-3.0625	-35.1401109248871
-5	-3	-34
-5	-2.9375	-34.3901109248871
-5	-2.875	-36.1945571881345
-5	-2.8125	-39.0833219263491
-5	-2.75	-42.5625
-5	-2.6875	-46.0494905736509
-5	-2.625	-48.9616928118655
-5	-2.5625	-50.8052015751129
-5	-2.5	-51.25
-5	-2.4375	-50.1802015751129
-5	-2.375	-47.7116928118655
-5	-2.3125	-44.1744905736509
-5	-2.25	-40.0625
-5	-2.1875	-35.9583219263491
-5	-2.125	-32.4445571881345
-5	-2.0625	-30.0151109248871
-5	-2	-29
-5	-1.9375	-29.5151109248871
-5	-1.875	-31.4445571881345
-5	-1.8125	-34.4583219263491
-5	-1.75	-38.0625
-5	-1.6875	-41.6744905736509
-5	-1.625	-44.7116928118655
-5	-1.5625	-46.6802015751129
-5	-1.5	-47.25
-5	-1.4375	-46.3052015751129
-5	-1.375	-43.9616928118655
-5	-1.3125	-40.5494905736509
-5	-1.25	-36.5625
-5	-1.1875	-32.5833219263491
-5	-1.125	-29.1945571881345
-5	-1.0625	-26.8901109248871
-5	-1	-26
-5	-0.9375	-26.6401109248871
-5	-0.875	-28.6945571881345
-5	-0.8125	-31.8333219263491
-5	-0.75	-35.5625
-5	-0.6875	-39.2994905736509
-5	-0.625	-42.4616928118655
-5	-0.5625	-44.5552015751129
-5	-0.5	-45.25
-5	-0.4375	-44.4302015751129
-5	-0.375	-42.2116928118655
-5	-0.3125	-38.9244905736509
-5	-0.25	-35.0625
-5	-0.1875	-31.2083219263491
-5	-0.125	-27.9445571881345
-5	-0.0625	-25.7651109248871
-5	0	-25
-5	0.0625	-25.7651109248871
-5	0.125	-27.9445571881345
-5	0.1875	-31.2083219263491
-5	0.25	-35.0625
-5	0.3125	-38.9244905736509
-5	0.375	-42.2116928118655
-5	0.4375	-44.4302015751129
-5	0.5	-45.25
-5	0.5625	-44.5552015751129
-5	0.625	-42.4616928118655
-5	0.6875	-39.2994905736509
-5	0.75	-35.5625
-5	0.8125	-31.8333219263491
-5	0.875	-28.6945571881345
-5	0.9375	-26.6401109248871
-5	1	-26
-5	1.0625	-26.8901109248871
-5	1.125	-29.1945571881345
-5	1.1875	-32.5833219263491
-5	1.25	-36.5625
-5	1.3125	-40.5494905736509
-5	1.375	-43.9616928118655
-5	1.4375	-46.3052015751129
-5	1.5	-47.25
-5	1.5625	-46.6802015751129
-5	1.625	-44.7116928118655
-5	1.6875	-41.6744905736509
-5	1.75	-38.0625
-5	1.8125	-34.4583219263491
-5	1.875	-31.4445571881345
-5	1.9375	-29.5151109248871
-5	2	-29
-5	2.0625	-30.0151109248871
-5	2.125	-32.4445571881345
-5	2.1875	-35.9583219263491
-5	2.25	-40.0625
-5	2.3125	-44.1744905736509
-5	2.375	-47.7116928118655
-5	2.4375	-50.1802015751129
-5	2.5	-51.25
-5	2.5625	-50.8052015751129
-5	2.625	-48.9616928118655
-5	2.6875	-46.0494905736509
-5	2.75	-42.5625
-5	2.8125	-39.0833219263491
-5	2.875	-36.1945571881345
-5	2.9375	-34.3901109248871
-5	3	-34
-5	3.0625	-35.1401109248871
-5	3.125	-37.6945571881345
-5	3.1875	-41.3333219263491
-5	3.25	-45.5625
-5	3.3125	-49.7994905736509
-5	3.375	-53.4616928118655
-5	3.4375	-56.0552015751129
-5	3.5	-57.25
-5	3.5625	-56.9302015751129
-5	3.625	-55.2116928118655
-5	3.6875	-52.4244905736509
-5	3.75	-49.0625
-5	3.8125	-45.7083219263491
-5	3.875	-42.9445571881345
-5	3.9375	-41.2651109248871
-5	4	-41
-5	4.0625	-42.2651109248871
-5	4.125	-44.9445571881345
-5	4.1875	-48.7083219263491
-5	4.25	-53.0625
-5	4.3125	-57.4244905736509
-5	4.375	-61.2116928118655
-5	4.4375	-63.9302015751129
-5	4.5	-65.25
-5	4.5625	-65.0552015751129
-5	4.625	-63.4616928118655
-5	4.6875	-60.7994905736509
-5	4.75	-57.5625
-5	4.8125	-54.3333219263491
-5	4.875	-51.6945571881345
-5	4.9375	-50.1401109248871
-5	5	-50
-4.9375	-5	-50.1401109248871
-4.9375	-4.9375	-50.2802218497743
-4.9375	-4.875	-51.8346681130217
-4.9375	-4.8125	-54.4734328512362
-4.9375	-4.75	-57.7026109248872
-4.9375	-4.6875	-60.939601498538
